        YEAR      RASTRO      QCALOR      RSOLST
  -102000.00      377.09      407.56      517.22
  -101000.00      376.24      406.62      507.80
  -100000.00      374.96      405.46      497.63
   -99000.00      373.45      404.23      488.09
   -98000.00      371.96      403.11      480.25
   -97000.00      370.76      402.22      474.72
   -96000.00      370.07      401.70      471.75
   -95000.00      369.99      401.61      471.25
   -94000.00      370.53      401.97      472.99
   -93000.00      371.60      402.77      476.58
   -92000.00      373.08      403.95      481.69
   -91000.00      374.77      405.42      487.81
   -90000.00      376.51      407.04      494.61
   -89000.00      378.14      408.67      501.81
   -88000.00      379.51      410.16      509.01
   -87000.00      380.55      411.38      515.83
   -86000.00      381.17      412.18      521.82
   -85000.00      381.32      412.48      526.44
   -84000.00      380.97      412.18      529.10
   -83000.00      380.12      411.27      529.26
   -82000.00      378.74      409.76      526.55
   -81000.00      376.86      407.70      520.92
   -80000.00      374.53      405.19      512.73
   -79000.00      371.81      402.35      502.73
   -78000.00      368.83      399.35      491.89
   -77000.00      365.77      396.37      481.25
   -76000.00      362.83      393.57      471.69
   -75000.00      360.21      391.12      463.88
   -74000.00      358.13      389.14      458.18
   -73000.00      356.69      387.74      454.75
   -72000.00      355.98      386.97      453.51
   -71000.00      355.97      386.84      454.28
   -70000.00      356.59      387.33      456.81
   -69000.00      357.75      388.36      460.79
   -68000.00      359.30      389.83      465.92
   -67000.00      361.13      391.65      471.88
   -66000.00      363.12      393.67      478.34
   -65000.00      365.16      395.79      484.95
   -64000.00      367.17      397.89      491.39
   -63000.00      369.09      399.88      497.31
   -62000.00      370.87      401.70      502.39
   -61000.00      372.46      403.31      506.41
   -60000.00      373.86      404.68      509.20
   -59000.00      375.05      405.83      510.77
   -58000.00      376.03      406.77      511.21
   -57000.00      376.81      407.53      510.73
   -56000.00      377.43      408.15      509.58
   -55000.00      377.89      408.65      508.03
   -54000.00      378.23      409.05      506.33
   -53000.00      378.46      409.37      504.65
   -52000.00      378.61      409.60      503.16
   -51000.00      378.68      409.74      501.99
   -50000.00      378.67      409.78      501.01
   -49000.00      378.58      409.70      500.21
   -48000.00      378.39      409.51      499.55
   -47000.00      378.10      409.19      499.00
   -46000.00      377.71      408.74      498.51
   -45000.00      377.22      408.18      498.07
   -44000.00      376.63      407.50      497.77
   -43000.00      375.96      406.74      497.63
   -42000.00      375.21      405.92      497.56
   -41000.00      374.39      405.05      497.56
   -40000.00      373.52      404.16      497.63
   -39000.00      372.61      403.26      497.73
   -38000.00      371.66      402.34      497.80
   -37000.00      370.67      401.39      497.75
   -36000.00      369.66      400.42      497.48
   -35000.00      368.62      399.40      496.81
   -34000.00      367.53      398.33      495.60
   -33000.00      366.41      397.20      493.68
   -32000.00      365.26      396.01      490.97
   -31000.00      364.07      394.79      487.44
   -30000.00      362.88      393.57      483.22
   -29000.00      361.73      392.40      478.57
   -28000.00      360.67      391.36      473.87
   -27000.00      359.80      390.53      469.56
   -26000.00      359.21      389.99      466.08
   -25000.00      359.00      389.84      463.83
   -24000.00      359.27      390.14      463.08
   -23000.00      360.07      390.92      463.96
   -22000.00      361.42      392.20      466.50
   -21000.00      363.26      393.96      470.58
   -20000.00      365.53      396.14      476.00
   -19000.00      368.08      398.64      482.51
   -18000.00      370.80      401.34      489.79
   -17000.00      373.52      404.11      497.48
   -16000.00      376.11      406.80      505.19
   -15000.00      378.45      409.26      512.47
   -14000.00      380.43      411.36      518.87
   -13000.00      381.97      412.99      523.90
   -12000.00      382.99      414.06      527.13
   -11000.00      383.47      414.53      528.23
   -10000.00      383.38      414.39      527.06
    -9000.00      382.74      413.67      523.71
    -8000.00      381.59      412.46      518.54
    -7000.00      380.02      410.85      512.12
    -6000.00      378.13      408.95      505.12
    -5000.00      376.08      406.92      498.20
    -4000.00      374.02      404.89      491.96
    -3000.00      372.09      402.99      486.79
    -2000.00      370.42      401.30      482.96
    -1000.00      369.09      399.92      480.53
        0.00      368.12      398.87      479.47
